fechas,hora,latitud,longitud
2018-09-13,15:30:00,38.4361,-28.5881
2018-09-13,16:36:57,38.418045,-28.543402
2018-09-13,09:47:00,38.4537,-28.634
2018-09-13,15:36:00,38.4385,-28.5775
2018-09-13,09:27:00,38.4683,-28.6128
2018-09-13,09:27:00,38.4683,-28.6128
2018-09-13,16:10:00,37.9365,-25.736
2018-09-13,18:08:29,38.397505,-28.563995
2018-09-14,16:03:12,38.618545,-28.48556
2018-09-14,15:58:00,38.6273,-28.4762
2018-09-14,16:02:00,38.6301,-28.4674
2018-09-14,16:21:00,38.6374,-28.4971
2018-09-14,16:08:02,38.617587,-28.480282
2018-09-14,16:38:00,38.6334,-28.4888
2018-09-14,16:38:00,38.6334,-28.4888
2018-09-17,16:28:00,38.7043,-28.7894
2018-09-17,10:24:00,38.7049,-28.6598
2018-09-17,11:16:00,38.7066,-28.6879
2018-09-17,17:00:00,38.7137,-28.8134
2018-09-17,10:24:00,38.7049,-28.6598
2018-09-17,16:36:00,38.7032,-28.7842
2018-09-17,12:14,38.37,-28.19
2018-09-17,15:44:00,38.7111,-28.7454
2018-09-17,17:22:00,38.7034,-28.8197
2018-09-17,09:58:00,38.693,-28.6295
2018-09-17,16:36:00,38.7032,-28.7842
2018-09-17,17:06:00,38.7214,-28.8161
2018-09-17,NA,32.88825,-16.41488
2018-09-17,11:50:00,37.9799,-25.6827
2018-09-17,15:44:00,38.7111,-28.7454
2018-09-18,10:26,37.55218333,-25.49663333
2018-09-18,11:14:00,38.3531,-28.4109
2018-09-18,11:26:00,38.3692,-28.442
2018-09-18,16:21:00,38.2949,-28.4256
2018-09-18,13:29:00,37.5493,-25.3677
2018-09-18,10:37,37.54535833,-25.485875
2018-09-18,11:23:00,38.3669,-28.4337
