fechas,hora,latitud,longitud
2024-06-04,10:02:56,38.2958,-28.087017
2024-06-04,10:26:55,38.2958,-28.087017
2024-06-04,09:51:02,38.2958,-28.087017
2024-06-04,10:25:53,38.2958,-28.087017
2024-06-04,09:53:33,38.2958,-28.087017
2024-06-04,09:50:45,38.2958,-28.087017
2024-06-04,NA,38.266651,-28.111267
2024-06-04,10:09:37,38.2958,-28.087017
2024-06-04,NA,38.266651,-28.111267
2024-07-29,10:04:54,32.583683,-17.161317
2025-01-18,14:31:51,32.895167,-17.264
2025-01-18,14:25:17,32.895167,-17.264
2025-02-12,10:13:53,32.545517,-16.669767
2025-02-12,10:29:57,32.545517,-16.669767
2025-02-12,10:22:24,32.545517,-16.669767
2025-02-12,10:30:05,32.545517,-16.669767
2025-02-12,10:13:36,32.545517,-16.669767
2025-02-12,10:22:24,32.545517,-16.669767
2025-02-12,10:29:45,32.545517,-16.669767
2025-03-04,08:00,37.352395,-25.406774
2025-03-04,08:00,37.352395,-25.406774
2025-03-07,08:00,37.352395,-25.406774
2025-03-07,08:00,37.352395,-25.406774
2025-03-07,08:00,37.352395,-25.406774
2025-03-07,08:00,37.352395,-25.406774
2025-05-13,14:43:35,37.835352,-25.41576
2025-05-13,14:43:35,37.835352,-25.41576
2025-06-16,16:55,32.470783,-16.902467
2025-06-16,16:09:41,32.4727,-16.9035
2025-06-16,11:16:01,32.5577,-16.7917
2025-06-16,11:16:21,32.557,-16.7917
2025-06-16,16:48,32.470783,-16.902467
2026-04-16,10:47,37.623344,-25.334677
2026-04-16,10:47,37.623344,-25.334677
2026-04-19,NA,38.273701,-28.274535
2026-04-19,11:29:45,38.217,-28.328
2026-04-26,14:49:50,37.70484,-25.63673
2026-04-26,14:49:50,37.70484,-25.63673
